score_nid,nid,advanced_profile,core_id,title,path,region,country,city,logo,overall_score,rank_display,rank,stars,dagger,redact,scores
3919790,294804,1,441,National Taiwan University (NTU),/universities/national-taiwan-university-ntu,Asia,Taiwan,Taipei,https://www.topuniversities.com/sites/default/files/national-taiwan-university-ntu_592560cf2aeae70239af4c3c_small.jpg,67.9,69,69,,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '39', 'score': '92.8'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '46', 'score': '91.3'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '508', 'score': '30.9'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '288', 'score': '47'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '619', 'score': '17.7'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '547', 'score': '20'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '431', 'score': '33.2'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '12', 'score': '99.7'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '49', 'score': '95.6'}]"
3919791,294527,1,130,City University of Hong Kong,/universities/city-university-hong-kong,Asia,Hong Kong SAR,,https://www.topuniversities.com/sites/default/files/city-university-of-hong-kong_592560cf2aeae70239af4b05_small.jpg,67.7,70,70,6,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '122', 'score': '59.6'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '356', 'score': '27.3'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '99', 'score': '86.6'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '9', 'score': '99.9'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '17', 'score': '100'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '2', 'score': '100'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '570', 'score': '17.4'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '269', 'score': '29.5'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '136', 'score': '82.1'}]"
3919792,297526,0,490,Université Paris-Saclay,/universities/universite-paris-saclay,Europe,France,"Gif-sur-Yvette,",https://www.topuniversities.com/sites/default/files/universit-paris-saclay_592560cf2aeae70239af4c6e_small.jpg,67.6,71,71,,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '128', 'score': '58.9'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '13', 'score': '99.1'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '25', 'score': '99.8'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '294', 'score': '45.8'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '416', 'score': '39.1'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '244', 'score': '60.8'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '17', 'score': '98.7'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '224', 'score': '34.3'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '=182', 'score': '73.6'}]"
3919793,297188,0,673,The University of Western Australia,/universities/university-western-australia,Oceania,Australia,Perth,https://www.topuniversities.com/sites/default/files/the-university-of-western-australia_673_small.jpg,66.9,72,72,,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '138', 'score': '56.2'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '200', 'score': '44.6'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '701+', 'score': '16.5'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '23', 'score': '98.9'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '29', 'score': '100'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '34', 'score': '99.8'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '83', 'score': '90'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '82', 'score': '66'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '=204', 'score': '70.1'}]"
3919794,294584,0,72,Brown University,/universities/brown-university,North America,United States,Providence,https://www.topuniversities.com/sites/default/files/brown-university_72_small.jpg,66.4,=73,73,,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '131', 'score': '58.3'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '221', 'score': '42.4'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '145', 'score': '77.8'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '89', 'score': '85.9'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '212', 'score': '84.5'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '279', 'score': '52'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '258', 'score': '58.3'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '59', 'score': '74.8'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '=201', 'score': '70.4'}]"
3919795,297484,1,535,KTH Royal Institute of Technology ,/universities/kth-royal-institute-technology,Europe,Sweden,Stockholm,https://www.topuniversities.com/sites/default/files/kth-royal-institute-of-technology-_592560cf2aeae70239af4c9b_small.jpg,66.4,=73,74,,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '181', 'score': '45.7'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '162', 'score': '51.1'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '201', 'score': '66.2'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '74', 'score': '90.2'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '162', 'score': '93.2'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '217', 'score': '68.1'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '142', 'score': '80.7'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '108', 'score': '56.9'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '=44', 'score': '96.1'}]"
3919796,294081,0,338,University of Leeds,/universities/university-leeds,Europe,United Kingdom,Leeds,https://www.topuniversities.com/sites/default/files/University-of-Leeds-2-1-48x48.jpg,65.5,75,75,,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '89', 'score': '70.3'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '77', 'score': '76.7'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '421', 'score': '37.3'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '320', 'score': '42.3'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '208', 'score': '85.2'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '118', 'score': '90'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '16', 'score': '98.7'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '193', 'score': '37.8'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '88', 'score': '90.9'}]"
3919797,294322,0,231,University of Glasgow,/universities/university-glasgow,Europe,United Kingdom,Glasgow,https://www.topuniversities.com/sites/default/files/university-of-glasgow_592560cf2aeae70239af4b6c_small.jpg,65.2,=76,76,6,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '77', 'score': '76.3'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '101', 'score': '70.7'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '377', 'score': '41.7'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '423', 'score': '31.8'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '143', 'score': '96'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '41', 'score': '99.5'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '80', 'score': '90'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '306', 'score': '26.7'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '11', 'score': '99.5'}]"
3919798,297129,0,688,Yonsei University,/universities/yonsei-university,Asia,South Korea,Seoul,https://www.topuniversities.com/sites/default/files/yonsei-university_688_small.jpg,65.2,=76,77,,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '72', 'score': '80'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '31', 'score': '96.3'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '97', 'score': '87.4'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '385', 'score': '36.2'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '594', 'score': '19.6'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '298', 'score': '49.7'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '498', 'score': '25'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '69', 'score': '70.9'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '=377', 'score': '38.1'}]"
3919799,294488,0,170,Durham University,/universities/durham-university,Europe,United Kingdom,Durham,https://www.topuniversities.com/sites/default/files/durham-university_170_small.jpg,65.1,78,78,,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '124', 'score': '59.5'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '50', 'score': '89.3'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '548', 'score': '27.8'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '241', 'score': '53.3'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '125', 'score': '97.5'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '135', 'score': '86.9'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '108', 'score': '86.2'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '274', 'score': '29.2'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '=30', 'score': '97.6'}]"
3919800,294121,0,325,Korea University,/universities/korea-university,Asia,South Korea,Seoul,https://www.topuniversities.com/sites/default/files/korea-university_325_small.jpg,64.7,79,79,,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '64', 'score': '82.2'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '40', 'score': '94'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '137', 'score': '81'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '382', 'score': '36.6'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '694', 'score': '13.6'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '370', 'score': '36.3'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '546', 'score': '19.6'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '71', 'score': '70.6'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '=255', 'score': '58.6'}]"
3919801,297628,0,472,Osaka University,/universities/osaka-university,Asia,Japan,Osaka City,https://www.topuniversities.com/sites/default/files/osaka-university_472_small.jpg,63.9,80,80,,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '67', 'score': '81.3'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '51', 'score': '89.1'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '272', 'score': '55.3'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '191', 'score': '62.7'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '498', 'score': '28.6'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '658', 'score': '13.2'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '486', 'score': '26.7'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '361', 'score': '23.4'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '=255', 'score': '58.6'}]"
3919802,294491,0,167,"Trinity College Dublin, The University of Dublin",/universities/trinity-college-dublin-university-dublin,Europe,Ireland,Dublin,https://www.topuniversities.com/sites/default/files/trinity-college-dublin-the-university-of-dublin_167_small.jpg,63.5,=81,81,,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '92', 'score': '69.3'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '238', 'score': '39.8'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '601', 'score': '23.7'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '184', 'score': '64.1'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '79', 'score': '99.8'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '104', 'score': '92.5'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '132', 'score': '82.2'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '70', 'score': '70.6'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '=173', 'score': '75.6'}]"
3919803,297288,0,567,University of Southampton,/universities/university-southampton,Europe,United Kingdom,Southampton,https://www.topuniversities.com/sites/default/files/university-of-southampton_567_small.jpg,63.5,=81,82,,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '154', 'score': '51.5'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '160', 'score': '51.2'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '298', 'score': '52.8'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '140', 'score': '71.4'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '138', 'score': '96.1'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '70', 'score': '97.4'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '31', 'score': '97'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '235', 'score': '32.5'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '=133', 'score': '82.7'}]"
3919804,297570,0,494,Pennsylvania State University,/universities/pennsylvania-state-university,North America,United States,University Park,https://www.topuniversities.com/sites/default/files/pennsylvania-state-university_494_small.jpg,63.1,83,83,,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '76', 'score': '77.5'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '126', 'score': '63'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '540', 'score': '28.4'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '189', 'score': '62.9'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '560', 'score': '23.4'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '449', 'score': '26.8'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '36', 'score': '96.6'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '145', 'score': '47.5'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '52', 'score': '95.1'}]"
3919805,294597,0,59,University of Birmingham,/universities/university-birmingham,Europe,United Kingdom,Birmingham,https://www.topuniversities.com/sites/default/files/university-of-birmingham_59_small.jpg,63,84,84,,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '99', 'score': '67.5'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '81', 'score': '75.7'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '379', 'score': '41.3'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '364', 'score': '38.2'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '169', 'score': '92.3'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '148', 'score': '83.9'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '41', 'score': '96'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '270', 'score': '29.5'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '=146', 'score': '80.4'}]"
3919806,293996,1,371,Lund University,/universities/lund-university,Europe,Sweden,Lund,https://www.topuniversities.com/sites/default/files/lund-university_371_small.jpg,62.8,=85,85,,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '93', 'score': '69.3'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '185', 'score': '47.5'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '310', 'score': '50.2'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '373', 'score': '37.7'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '102', 'score': '98.8'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '173', 'score': '77.4'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '52', 'score': '95.2'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '83', 'score': '66'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '14', 'score': '99.1'}]"
3919807,297422,1,550,Universidade de São Paulo,/universities/universidade-de-sao-paulo,Latin America,Brazil,São Paulo,https://www.topuniversities.com/sites/default/files/universidade-de-so-paulo_550_small.jpg,62.8,=85,86,,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '41', 'score': '92.4'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '66', 'score': '82.9'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '688', 'score': '19.2'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '434', 'score': '29.9'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '701+', 'score': '6'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '701+', 'score': '2.3'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '76', 'score': '90.9'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '36', 'score': '89.7'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '=44', 'score': '96.1'}]"
3919808,294842,0,418,Lomonosov Moscow State University,/universities/lomonosov-moscow-state-university,Europe,Russia,Moscow,https://www.topuniversities.com/sites/default/files/lomonosov-moscow-state-university-_592560cf2aeae70239af4c27_small.jpg,62.2,=87,87,,False,True,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '69', 'score': '81.2'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '74', 'score': '78.3'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '26', 'score': '99.8'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '701+', 'score': '4.6'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '587', 'score': '20.3'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '105', 'score': '92.3'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '115', 'score': '85.2'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '48', 'score': '82.2'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '=631', 'score': '13.4'}]"
3919809,294265,1,259,Universität Heidelberg,/universities/universitat-heidelberg,Europe,Germany,Heidelberg,https://www.topuniversities.com/sites/default/files/221104124726pm969012uniHD-siegel-200x200k-48x48.jpg,62.2,=87,88,,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '75', 'score': '78.3'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '156', 'score': '52'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '29', 'score': '99.7'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '365', 'score': '38.2'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '349', 'score': '52.5'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '290', 'score': '50.4'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '88', 'score': '89.7'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '423', 'score': '19.8'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '=345', 'score': '42.6'}]"
3919810,294644,1,10,The University of Adelaide,/universities/university-adelaide,Oceania,Australia,Adelaide,https://www.topuniversities.com/sites/default/files/the-university-of-adelaide_10_small.jpg,62,89,89,,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '144', 'score': '54.2'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '267', 'score': '36.5'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '701+', 'score': '16.2'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '83', 'score': '87.1'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '69', 'score': '100'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '40', 'score': '99.6'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '154', 'score': '78.8'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '191', 'score': '38.4'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '42', 'score': '96.3'}]"
3919811,297273,1,587,University of Technology Sydney,/universities/university-technology-sydney,Oceania,Australia,Haymarket,https://www.topuniversities.com/sites/default/files/university-of-technology-sydney_592560cf2aeae70239af4ccf_small.jpg,61.8,90,90,6,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '195', 'score': '43.4'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '143', 'score': '57.8'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '701+', 'score': '9'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '52', 'score': '95.3'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '132', 'score': '96.6'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '95', 'score': '93.6'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '146', 'score': '79.7'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '260', 'score': '30.1'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '72', 'score': '93.1'}]"
3919812,297248,0,613,Tokyo Institute of Technology (Tokyo Tech),/universities/tokyo-institute-technology-tokyo-tech,Asia,Japan,Tokyo,https://www.topuniversities.com/sites/default/files/tokyo-institute-of-technology_592560cf2aeae70239af4ceb_small.jpg,61.6,=91,91,,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '79', 'score': '74.4'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '39', 'score': '94.8'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '109', 'score': '84.4'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '244', 'score': '53'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '475', 'score': '31.8'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '404', 'score': '31.7'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '701+', 'score': '8.9'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '425', 'score': '19.7'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '=567', 'score': '18'}]"
3919813,297126,0,693,University of Zurich,/universities/university-zurich,Europe,Switzerland,Zürich,https://www.topuniversities.com/sites/default/files/university-of-zurich_693_small.jpg,61.6,=91,92,,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '126', 'score': '59.1'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '352', 'score': '27.6'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '88', 'score': '89.9'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '248', 'score': '52'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '60', 'score': '100'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '274', 'score': '53'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '100', 'score': '87.2'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '58', 'score': '75.2'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '149', 'score': '80.2'}]"
3919814,294593,0,63,Boston University,/universities/boston-university,North America,United States,Boston,https://www.topuniversities.com/sites/default/files/boston-university_592560cf2aeae70239af4ac2_small.jpg,61.4,=93,93,,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '113', 'score': '61.7'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '109', 'score': '68.3'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '485', 'score': '32.7'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '204', 'score': '60.1'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '576', 'score': '21.6'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '132', 'score': '87.5'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '187', 'score': '72.6'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '76', 'score': '68.6'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '=113', 'score': '85.9'}]"
