score_nid,nid,advanced_profile,core_id,title,path,region,country,city,logo,overall_score,rank_display,rank,stars,dagger,redact,scores
3919722,294850,0,410,Massachusetts Institute of Technology (MIT) ,/universities/massachusetts-institute-technology-mit,North America,United States,Cambridge,https://www.topuniversities.com/sites/default/files/massachusetts-institute-of-technology-mit_410_small.jpg,100,1,1,,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '4', 'score': '100'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '2', 'score': '100'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '16', 'score': '100'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '4', 'score': '100'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '56', 'score': '100'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '128', 'score': '88.2'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '58', 'score': '94.3'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '4', 'score': '100'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '51', 'score': '95.2'}]"
3919723,294561,1,95,University of Cambridge,/universities/university-cambridge,Europe,United Kingdom,Cambridge,https://www.topuniversities.com/sites/default/files/university-of-cambridge_95_small.jpg,99.2,2,2,,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '3', 'score': '100'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '4', 'score': '100'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '14', 'score': '100'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '68', 'score': '92.3'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '64', 'score': '100'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '85', 'score': '95.8'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '7', 'score': '99.9'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '6', 'score': '100'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '=33', 'score': '97.3'}]"
3919724,294654,0,478,University of Oxford,/universities/university-oxford,Europe,United Kingdom,Oxford,https://www.topuniversities.com/sites/default/files/university-of-oxford_478_small.jpg,98.9,3,3,,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '2', 'score': '100'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '5', 'score': '100'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '8', 'score': '100'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '73', 'score': '90.6'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '110', 'score': '98.2'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '60', 'score': '98.2'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '1', 'score': '100'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '3', 'score': '100'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '=26', 'score': '97.8'}]"
3919725,294270,0,253,Harvard University,/universities/harvard-university,North America,United States,Cambridge,https://www.topuniversities.com/sites/default/files/harvard-university_253_small.jpg,98.3,4,4,,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '1', 'score': '100'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '1', 'score': '100'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '44', 'score': '98.3'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '1', 'score': '100'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '210', 'score': '84.6'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '223', 'score': '66.8'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '5', 'score': '100'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '1', 'score': '100'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '39', 'score': '96.7'}]"
3919726,297282,0,573,Stanford University,/universities/stanford-university,North America,United States,Stanford,https://www.topuniversities.com/sites/default/files/stanford-university_573_small.jpg,98.1,5,5,,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '5', 'score': '100'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '3', 'score': '100'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '11', 'score': '100'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '8', 'score': '99.9'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '78', 'score': '99.9'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '284', 'score': '51.2'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '44', 'score': '95.8'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '2', 'score': '100'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '63', 'score': '94.4'}]"
3919727,294030,1,356,Imperial College London,/universities/imperial-college-london,Europe,United Kingdom,London,https://www.topuniversities.com/sites/default/files/imperial-college-london_592560cf2aeae70239af4be8_small.jpg,97.8,6,6,,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '23', 'score': '98.3'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '12', 'score': '99.4'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '42', 'score': '98.5'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '58', 'score': '94'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '61', 'score': '100'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '14', 'score': '100'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '35', 'score': '96.7'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '45', 'score': '83'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '=61', 'score': '94.4'}]"
3919728,294432,0,201,ETH Zurich,/universities/eth-zurich,Europe,Switzerland,Zürich,https://www.topuniversities.com/sites/default/files/eth-zurich-swiss-federal-institute-of-technology_201_small.jpg,93.3,7,7,,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '19', 'score': '98.8'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '62', 'score': '83.6'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '177', 'score': '72.1'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '21', 'score': '98.9'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '22', 'score': '100'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '56', 'score': '98.5'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '42', 'score': '96'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '52', 'score': '79.1'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '=103', 'score': '88.4'}]"
3919729,294798,1,443,National University of Singapore (NUS),/universities/national-university-singapore-nus,Asia,Singapore,Singapore,https://www.topuniversities.com/sites/default/files/national-university-of-singapore-nus_443_small.jpg,92.7,8,8,,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '15', 'score': '99.4'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '54', 'score': '88.6'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '157', 'score': '76.5'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '64', 'score': '93.2'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '33', 'score': '100'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '154', 'score': '81.9'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '165', 'score': '76.3'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '7', 'score': '100'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '=106', 'score': '88.1'}]"
3919730,294014,1,365,UCL,/universities/ucl,Europe,United Kingdom,London,https://www.topuniversities.com/sites/default/files/ucl_592560cf2aeae70239af4bf1_small.jpg,92.4,9,9,,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '13', 'score': '99.5'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '22', 'score': '97.9'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '43', 'score': '98.4'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '131', 'score': '74.3'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '96', 'score': '99.1'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '15', 'score': '100'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '2', 'score': '100'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '126', 'score': '51.6'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '74', 'score': '92.5'}]"
3919731,294572,0,84,"University of California, Berkeley (UCB)",/universities/university-california-berkeley-ucb,North America,United States,Berkeley,https://www.topuniversities.com/sites/default/files/university-of-california-berkeley-ucb_84_small.jpg,90.4,10,10,,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '6', 'score': '100'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '6', 'score': '100'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '656', 'score': '20.5'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '7', 'score': '99.9'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '172', 'score': '92.2'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '235', 'score': '63.9'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '66', 'score': '92.4'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '15', 'score': '98.7'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '1', 'score': '100'}]"
3919732,294536,0,120,University of Chicago,/universities/university-chicago,North America,United States,Chicago,https://www.topuniversities.com/sites/default/files/university-of-chicago_120_small.jpg,90.3,11,11,,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '17', 'score': '99.1'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '38', 'score': '95.4'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '72', 'score': '92.5'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '122', 'score': '78.5'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '225', 'score': '81.2'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '145', 'score': '84.4'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '236', 'score': '61.4'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '17', 'score': '98.3'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '=137', 'score': '81.7'}]"
3919733,297569,0,495,University of Pennsylvania,/universities/university-pennsylvania,North America,United States,Philadelphia,https://www.topuniversities.com/sites/default/files/university-of-pennsylvania_495_small.jpg,89.4,12,12,,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '29', 'score': '96.4'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '52', 'score': '89.1'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '24', 'score': '99.9'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '153', 'score': '68.4'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '140', 'score': '96'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '208', 'score': '70.3'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '129', 'score': '83.3'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '5', 'score': '100'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '=3', 'score': '99.9'}]"
3919734,294514,0,143,Cornell University,/universities/cornell-university,North America,United States,Ithaca,https://www.topuniversities.com/sites/default/files/cornell-university_143_small.jpg,89.3,13,13,,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '26', 'score': '98.1'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '47', 'score': '90.5'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '297', 'score': '52.9'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '18', 'score': '99.1'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '283', 'score': '68.7'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '234', 'score': '64'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '144', 'score': '79.9'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '18', 'score': '98'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '=58', 'score': '94.7'}]"
3919735,294861,0,399,The University of Melbourne,/universities/university-melbourne,Oceania,Australia,Parkville,https://www.topuniversities.com/sites/default/files/211118103607am165180PRIMARY-A-A4-Vertical-Housed-RGB-200px-48x48.jpg,87.9,14,14,,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '21', 'score': '98.4'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '45', 'score': '92.3'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '701+', 'score': '15.4'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '69', 'score': '92.1'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '166', 'score': '92.9'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '36', 'score': '99.7'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '30', 'score': '97.2'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '31', 'score': '93.3'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '=92', 'score': '90.4'}]"
3919736,294562,0,94,California Institute of Technology (Caltech),/universities/california-institute-technology-caltech,North America,United States,Pasadena,https://www.topuniversities.com/sites/default/files/california-institute-of-technology-caltech_94_small.jpg,87.8,15,15,,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '30', 'score': '96.1'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '41', 'score': '93.7'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '5', 'score': '100'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '3', 'score': '100'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '63', 'score': '100'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '159', 'score': '81'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '521', 'score': '22.8'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '225', 'score': '34.2'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '357', 'score': '41.4'}]"
3919737,297177,0,684,Yale University,/universities/yale-university,North America,United States,New Haven,https://www.topuniversities.com/sites/default/files/yale-university_684_small.jpg,87.7,16,16,,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '9', 'score': '99.9'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '7', 'score': '99.9'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '3', 'score': '100'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '293', 'score': '45.8'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '184', 'score': '89.8'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '169', 'score': '78.8'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '112', 'score': '85.8'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '9', 'score': '99.9'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '13', 'score': '99.2'}]"
3919738,294606,0,50,Peking University,/universities/peking-university,Asia,China (Mainland),Beijing,https://www.topuniversities.com/sites/default/files/peking-university_50_small.jpg,87,=17,17,,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '14', 'score': '99.4'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '37', 'score': '95.4'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '85', 'score': '90.4'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '38', 'score': '97.5'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '354', 'score': '50.8'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '492', 'score': '23.5'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '353', 'score': '43.2'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '46', 'score': '82.6'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '212', 'score': '68.8'}]"
3919739,297490,0,508,Princeton University,/universities/princeton-university,North America,United States,Princeton,https://www.topuniversities.com/sites/default/files/princeton-university_508_small.jpg,87,=17,18,,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '10', 'score': '99.8'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '23', 'score': '97.5'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '216', 'score': '64.5'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '2', 'score': '100'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '640', 'score': '16.7'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '261', 'score': '57.5'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '298', 'score': '52.5'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '27', 'score': '94.6'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '155', 'score': '79.3'}]"
3919740,294788,1,447,The University of New South Wales (UNSW Sydney),/universities/university-new-south-wales-unsw-sydney,Oceania,Australia,Sydney,https://www.topuniversities.com/sites/default/files/221220094647am317557UNSW-Sydney-Logo-jpeg-48x48.jpg,86.7,=19,19,,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '45', 'score': '89.7'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '55', 'score': '88.1'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '701+', 'score': '18.2'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '47', 'score': '95.9'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '55', 'score': '100'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '50', 'score': '99.1'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '15', 'score': '99'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '25', 'score': '95.5'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '10', 'score': '99.6'}]"
3919741,296815,1,588,The University of Sydney,/universities/university-sydney,Oceania,Australia,Sydney,https://www.topuniversities.com/sites/default/files/the-university-of-sydney_592560cf2aeae70239af4cd0_small.jpg,86.7,=19,20,,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '31', 'score': '96'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '57', 'score': '87.7'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '701+', 'score': '11.8'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '63', 'score': '93.5'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '89', 'score': '99.5'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '13', 'score': '100'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '70', 'score': '91.9'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '42', 'score': '88.1'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '7', 'score': '99.7'}]"
3919742,297242,0,619,University of Toronto,/universities/university-toronto,North America,Canada,Toronto,https://www.topuniversities.com/sites/default/files/university-of-toronto_619_small.jpg,86.3,21,21,,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '11', 'score': '99.7'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '33', 'score': '96'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '283', 'score': '54.2'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '226', 'score': '57.2'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '145', 'score': '95.7'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '80', 'score': '96.4'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '46', 'score': '95.5'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '22', 'score': '96.4'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '2', 'score': '99.9'}]"
3919743,294478,1,180,The University of Edinburgh,/universities/university-edinburgh,Europe,United Kingdom,Edinburgh,https://www.topuniversities.com/sites/default/files/the-university-of-edinburgh_180_small.jpg,86.1,22,22,,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '25', 'score': '98.1'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '26', 'score': '96.9'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '176', 'score': '72.4'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '216', 'score': '58.7'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '100', 'score': '98.8'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '33', 'score': '99.9'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '12', 'score': '99.6'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '141', 'score': '48.1'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '6', 'score': '99.7'}]"
3919744,294519,0,138,Columbia University,/universities/columbia-university,North America,United States,New York City,https://www.topuniversities.com/sites/default/files/211207010540pm571294Webp.net-resizeimage-2021-12-07T150514.382-48x48.jpg,85.9,23,23,,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '12', 'score': '99.6'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '16', 'score': '98.3'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '15', 'score': '100'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '339', 'score': '40.7'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '332', 'score': '56.1'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '76', 'score': '96.8'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '25', 'score': '97.6'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '10', 'score': '99.9'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '=64', 'score': '94.2'}]"
3919745,397503,1,27067,Université PSL,/universities/universite-psl,Europe,France,Paris,https://www.topuniversities.com/sites/default/files/universit-psl_592560e69988f300e2321dfe_small.jpg,85.8,24,24,,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '82', 'score': '73.7'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '25', 'score': '97'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '33', 'score': '99.3'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '49', 'score': '95.7'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '280', 'score': '69.2'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '196', 'score': '72.7'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '3', 'score': '100'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '97', 'score': '60.8'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '=146', 'score': '80.4'}]"
3919746,297235,0,626,Tsinghua University,/universities/tsinghua-university,Asia,China (Mainland),Beijing,https://www.topuniversities.com/sites/default/files/tsinghua-university_626_small.jpg,84.9,25,25,,False,False,"[{'indicator_id': '76', 'indicator_name': 'Academic Reputation', 'rank': '16', 'score': '99.1'}, {'indicator_id': '77', 'indicator_name': 'Employer Reputation', 'rank': '27', 'score': '96.9'}, {'indicator_id': '36', 'indicator_name': 'Faculty Student Ratio', 'rank': '67', 'score': '93.9'}, {'indicator_id': '73', 'indicator_name': 'Citations per Faculty', 'rank': '22', 'score': '98.9'}, {'indicator_id': '18', 'indicator_name': 'International Faculty Ratio', 'rank': '701+', 'score': '9.4'}, {'indicator_id': '14', 'indicator_name': 'International Students Ratio', 'rank': '603', 'score': '15.7'}, {'indicator_id': '15', 'indicator_name': 'International Research Network', 'rank': '328', 'score': '47.8'}, {'indicator_id': '3819456', 'indicator_name': 'Employment Outcomes', 'rank': '47', 'score': '82.2'}, {'indicator_id': '3897497', 'indicator_name': 'Sustainability', 'rank': '=271', 'score': '55.8'}]"
